날짜,시도지역코드,발생건수(건)
20140111,31,644
20140111,41,7194
20140111,42,778
20140111,43,955
20140111,44,1326
20140111,45,1268
20140111,46,1101
20140111,47,1878
20140111,48,2157
20140111,49,433
20140111,99,31139
20140112,11,208
20140112,26,53
20140112,27,56
20140112,28,65
20140112,29,37
20140112,30,35
20140112,31,42
20140112,41,379
20140112,42,20
20140112,43,55
20140112,44,46
20140112,45,67
20140112,46,47
20140112,47,47
20140112,48,68
20140112,49,43
20140112,99,1269
20140113,11,8993
20140113,26,3435
20140113,27,2961
20140113,28,1927
20140113,29,1133
20140113,30,1383
20140113,31,1057
20140113,41,10179
20140113,42,1524
20140113,43,1413
20140113,44,2102
20140113,45,2247
20140113,46,1726
20140113,47,3162
20140113,48,3254
20140113,49,708
20140113,99,47220
20140114,11,7321
20140114,26,2640
20140114,27,2252
20140114,28,1579
20140114,29,914
20140114,30,1049
20140114,31,848
20140114,41,8072
20140114,42,1150
20140114,43,1088
20140114,44,1559
20140114,45,1801
20140114,46,1412
20140114,47,2295
20140114,48,2488
20140114,49,588
20140114,99,37065
20140115,11,7314
20140115,26,2712
20140115,27,2260
20140115,28,1560
20140115,29,881
20140115,30,1132
20140115,31,829
20140115,41,8088
20140115,42,1083
20140115,43,1079
20140115,44,1565
20140115,45,1702
20140115,46,1314
20140115,47,2296
20140115,48,2574
20140115,49,523
20140115,99,36922
20140116,11,7110
20140116,26,2631
20140116,27,2331
20140116,28,1565
20140116,29,837
20140116,30,1078
20140116,31,815
20140116,41,7730
20140116,42,1172
20140116,43,1053
20140116,44,1594
20140116,45,1787
20140116,46,1433
20140116,47,2430
20140116,48,2368
20140116,49,545
20140116,99,36496
20140117,11,7658
20140117,26,2782
20140117,27,2369
20140117,28,1756
20140117,29,923
20140117,30,1218
20140117,31,866
20140117,41,8524
20140117,42,1202
20140117,43,1112
20140117,44,1687
20140117,45,1961
20140117,46,1433
20140117,47,2606
20140117,48,2753
20140117,49,620
20140117,99,39479
20140118,11,5880
20140118,26,2035
20140118,27,2101
20140118,28,1371
20140118,29,797
20140118,30,975
20140118,31,719
20140118,41,6812
20140118,42,790
20140118,43,958
20140118,44,1309
20140118,45,1308
20140118,46,1021
20140118,47,1873
20140118,48,2092
20140118,49,440
20140118,99,30488
20140119,11,247
20140119,26,64
20140119,27,71
20140119,28,82
20140119,29,46
20140119,30,50
20140119,31,41
20140119,41,434
20140119,42,18
20140119,43,54
20140119,44,66
20140119,45,91
20140119,46,77
20140119,47,38
20140119,48,76
20140119,49,47
20140119,99,1505
20140120,11,8217
20140120,26,3529
20140120,27,2890
20140120,28,1913
20140120,29,1209
20140120,30,1304
20140120,31,1090
20140120,41,9234
20140120,42,1314
20140120,43,1306
20140120,44,1941
20140120,45,2376
20140120,46,1881
20140120,47,2944
20140120,48,3278
20140120,49,716
20140120,99,45154
20140121,11,7022
20140121,26,2637
20140121,27,2188
20140121,28,1522
20140121,29,774
20140121,30,1041
20140121,31,771
20140121,41,7438
20140121,42,983
20140121,43,926
20140121,44,1343
20140121,45,1464
20140121,46,1255
20140121,47,2228
20140121,48,2469
20140121,49,548
20140121,99,34616
20140122,11,7217
20140122,26,2618
20140122,27,2321
20140122,28,1710
20140122,29,982
20140122,30,1145
20140122,31,745
20140122,41,7877
20140122,42,996
20140122,43,1088
20140122,44,1599
20140122,45,1806
20140122,46,1419
20140122,47,2314
20140122,48,2638
20140122,49,499
20140122,99,36984
20140123,11,7243
20140123,26,2637
20140123,27,2328
20140123,28,1624
20140123,29,935
20140123,30,1142
20140123,31,789
20140123,41,7990
20140123,42,1164
20140123,43,1095
20140123,44,1645
20140123,45,1894
20140123,46,1459
20140123,47,2446
20140123,48,2587
20140123,49,554
20140123,99,37546
20140124,11,7999
20140124,26,2886
20140124,27,2468
20140124,28,1692
20140124,29,1049
20140124,30,1201
20140124,31,805
20140124,41,8608
20140124,42,1229
20140124,43,1263
20140124,44,1819
20140124,45,2031
20140124,46,1530
20140124,47,2599
20140124,48,2847
20140124,49,597
20140124,99,40641
20140125,11,5818
20140125,26,2146
20140125,27,1865
20140125,28,1329
20140125,29,810
20140125,30,1013
20140125,31,649
20140125,41,6822
20140125,42,792
20140125,43,929
20140125,44,1264
20140125,45,1292
20140125,46,1135
20140125,47,1797
20140125,48,2054
20140125,49,416
20140125,99,30140
20140126,11,234
20140126,26,59
20140126,27,54
20140126,28,61
20140126,29,47
20140126,30,49
20140126,31,40
20140126,41,381
20140126,42,34
20140126,43,57
20140126,44,62
20140126,45,58
20140126,46,50
20140126,47,58
20140126,48,80
20140126,49,41
20140126,99,1365
20140127,11,10184
20140127,26,3615
20140127,27,3231
20140127,28,2435
20140127,29,1274
20140127,30,1593
20140127,31,1085
20140127,41,11301
20140127,42,1667
20140127,43,1537
20140127,44,2283
20140127,45,2623
20140127,46,2095
20140127,47,3317
20140127,48,3739
20140127,49,839
20140127,99,52832
20140128,11,8408
20140128,26,3011
20140128,27,2617
20140128,28,1799
20140128,29,1036
20140128,30,1258
20140128,31,860
20140128,41,9255
20140128,42,1315
20140128,43,1224
20140128,44,1871
20140128,45,2100
20140128,46,1580
20140128,47,2679
20140128,48,2847
20140128,49,725
20140128,99,42597
20140129,11,10009
20140129,26,3249
20140129,27,3060
20140129,28,2115
20140129,29,1190
20140129,30,1402
20140129,31,1068
20140129,41,10754
20140129,42,1354
20140129,43,1368
20140129,44,1985
20140129,45,2170
20140129,46,1781
20140129,47,2982
20140129,48,3146
20140129,49,730
20140129,99,48371
20140130,11,558
20140130,26,272
20140130,27,479
20140130,28,191
20140130,29,157
20140130,30,177
20140130,31,97
20140130,41,722
20140130,42,122
20140130,43,125
20140130,44,189
20140130,45,305
20140130,46,301
20140130,47,333
20140130,48,340
20140130,49,90
20140130,99,4461
20140131,11,173
20140131,26,46
20140131,27,31
20140131,28,42
20140131,29,25
20140131,30,46
20140131,31,23
20140131,41,187
20140131,42,15
20140131,43,40
20140131,44,26
20140131,45,60
20140131,46,44
20140131,47,28
20140131,48,52
20140131,49,14
20140131,99,852
20140201,11,416
20140201,26,103
20140201,27,112
20140201,28,113
20140201,29,92
20140201,30,72
20140201,31,70
20140201,41,609
20140201,42,51
20140201,43,76
20140201,44,126
20140201,45,142
20140201,46,132
20140201,47,90
20140201,48,154
20140201,49,61
20140201,99,2420
20140202,11,284
20140202,26,56
20140202,27,90
20140202,28,95
20140202,29,48
20140202,30,45
20140202,31,35
20140202,41,459
20140202,42,33
20140202,43,44
20140202,44,66
20140202,45,53
20140202,46,77
20140202,47,66
20140202,48,78
20140202,49,35
20140202,99,1566
20140203,11,11418
20140203,26,3990
20140203,27,3397
20140203,28,2361
20140203,29,1495
20140203,30,1791
20140203,31,1245
20140203,41,13212
20140203,42,1737
20140203,43,1892
20140203,44,2632
20140203,45,2908
20140203,46,2242
20140203,47,3769
20140203,48,4129
20140203,49,898
20140203,99,59136
20140204,11,7589
20140204,26,2528
20140204,27,2241
20140204,28,1631
20140204,29,1004
20140204,30,1145
20140204,31,783
20140204,41,8508
20140204,42,1289
20140204,43,1193
20140204,44,1670
20140204,45,2052
20140204,46,1381
20140204,47,2418
20140204,48,2558
20140204,49,604
20140204,99,38601
20140205,11,7697
20140205,26,2611
20140205,27,2174
20140205,28,1696
20140205,29,930
20140205,30,1198
20140205,31,796
20140205,41,8626
20140205,42,1124
20140205,43,1198
20140205,44,1753
20140205,45,1962
20140205,46,1487
20140205,47,2385
20140205,48,2619
20140205,49,574
20140205,99,38836
20140206,11,7814
20140206,26,2477
20140206,27,2159
20140206,28,1765
20140206,29,1029
20140206,30,1246
20140206,31,731
20140206,41,8794
20140206,42,1254
20140206,43,1217
20140206,44,1746
20140206,45,2000
20140206,46,1367
20140206,47,2437
20140206,48,2408
20140206,49,529
20140206,99,38985
20140207,11,8191
20140207,26,2331
20140207,27,2161
20140207,28,1836
20140207,29,1099
20140207,30,1235
20140207,31,720
20140207,41,8961
20140207,42,1064
20140207,43,1322
20140207,44,1787
20140207,45,2152
20140207,46,1653
20140207,47,2406
20140207,48,2645
20140207,49,594
20140207,99,40167
20140208,11,6330
20140208,26,1971
20140208,27,1913
20140208,28,1383
20140208,29,844
20140208,30,1103
20140208,31,645
20140208,41,7401
20140208,42,691
20140208,43,1054
20140208,44,1405
20140208,45,1512
20140208,46,1133
20140208,47,1877
20140208,48,2141
20140208,49,428
20140208,99,31839
20140209,11,231
20140209,26,53
20140209,27,51
20140209,28,36
20140209,29,50
20140209,30,43
20140209,31,34
20140209,41,362
20140209,42,15
20140209,43,48
20140209,44,51
20140209,45,74
20140209,46,57
20140209,47,37
20140209,48,63
20140209,49,38
20140209,99,1245
20140210,11,9844
20140210,26,2761
20140210,27,2807
20140210,28,2224
20140210,29,1301
20140210,30,1472
20140210,31,592
20140210,41,11010
20140210,42,1123
20140210,43,1483
20140210,44,2116
20140210,45,2467
20140210,46,1931
20140210,47,2652
20140210,48,3177
20140210,49,697
20140210,99,47665
20140211,11,7845
20140211,26,2328
20140211,27,2101
20140211,28,1731
20140211,29,953
20140211,30,1231
20140211,31,594
20140211,41,8675
20140211,42,1102
20140211,43,1304
20140211,44,1812
20140211,45,2096
20140211,46,1611
20140211,47,2149
20140211,48,2714
20140211,49,667
20140211,99,38926
20140212,11,7683
20140212,26,2487
20140212,27,2192
20140212,28,1661
20140212,29,966
20140212,30,1165
20140212,31,635
20140212,41,8237
20140212,42,1105
20140212,43,1205
20140212,44,1635
20140212,45,1944
20140212,46,1559
20140212,47,2255
20140212,48,2570
20140212,49,557
20140212,99,37861
20140213,11,7059
20140213,26,2229
20140213,27,2005
20140213,28,1546
20140213,29,990
20140213,30,1084
20140213,31,675
20140213,41,7892
20140213,42,899
20140213,43,1046
20140213,44,1561
20140213,45,1809
20140213,46,1396
20140213,47,2020
20140213,48,2288
20140213,49,619
20140213,99,35130
20140214,11,7427
20140214,26,2189
20140214,27,1973
20140214,28,1706
20140214,29,910
20140214,30,1189
20140214,31,663
20140214,41,8324
20140214,42,985
20140214,43,1051
20140214,44,1527
20140214,45,1856
20140214,46,1512
20140214,47,2075
20140214,48,2147
20140214,49,626
20140214,99,36172
20140215,11,5935
20140215,26,1858
20140215,27,1814
20140215,28,1320
20140215,29,764
20140215,30,986
20140215,31,626
20140215,41,6986
20140215,42,738
20140215,43,1002
20140215,44,1304
20140215,45,1362
20140215,46,1174
20140215,47,1853
20140215,48,1920
20140215,49,426
20140215,99,30076
20140216,11,222
20140216,26,52
20140216,27,48
20140216,28,67
20140216,29,40
20140216,30,46
20140216,31,35
20140216,41,398
20140216,42,21
20140216,43,54
20140216,44,63
20140216,45,60
20140216,46,55
20140216,47,45
20140216,48,45
20140216,49,40
20140216,99,1292
20140217,11,9852
20140217,26,3053
20140217,27,2723
20140217,28,2119
20140217,29,1159
20140217,30,1512
20140217,31,881
20140217,41,11178
20140217,42,1449
20140217,43,1510
20140217,44,2241
20140217,45,2647
20140217,46,1863
20140217,47,3149
20140217,48,3147
20140217,49,693
20140217,99,49189
20140218,11,7646
20140218,26,2228
20140218,27,2089
20140218,28,1738
20140218,29,1006
20140218,30,1149
20140218,31,647
20140218,41,8516
20140218,42,1066
20140218,43,1237
20140218,44,1703
20140218,45,2019
20140218,46,1468
20140218,47,2372
20140218,48,2432
20140218,49,700
20140218,99,38027
20140219,11,7478
20140219,26,2267
20140219,27,2082
20140219,28,1669
20140219,29,888
20140219,30,1113
20140219,31,655
20140219,41,8309
20140219,42,1040
20140219,43,1154
20140219,44,1665
20140219,45,1903
20140219,46,1456
20140219,47,2352
20140219,48,2482
20140219,49,581
20140219,99,37099
20140220,11,6995
20140220,26,2341
20140220,27,2013
20140220,28,1557
20140220,29,893
20140220,30,1105
20140220,31,681
20140220,41,7792
20140220,42,1111
20140220,43,1113
20140220,44,1564
20140220,45,1865
20140220,46,1446
20140220,47,2275
20140220,48,2321
20140220,49,531
20140220,99,35612
20140221,11,7597
20140221,26,2604
20140221,27,2182
20140221,28,1635
20140221,29,876
20140221,30,1160
20140221,31,784
20140221,41,8440
20140221,42,1206
20140221,43,1188
20140221,44,1684
20140221,45,1870
20140221,46,1537
20140221,47,2424
20140221,48,2592
20140221,49,650
20140221,99,38436
20140222,11,5850
20140222,26,1841
20140222,27,1785
20140222,28,1312
20140222,29,811
20140222,30,963
20140222,31,597
20140222,41,6765
20140222,42,774
20140222,43,952
20140222,44,1314
20140222,45,1266
20140222,46,1105
20140222,47,1771
20140222,48,1923
20140222,49,415
20140222,99,29453
20140223,11,198
20140223,26,43
20140223,27,49
20140223,28,37
20140223,29,41
20140223,30,51
20140223,31,28
20140223,41,406
20140223,42,17
20140223,43,60
20140223,44,40
20140223,45,39
20140223,46,66
20140223,47,36
20140223,48,72
20140223,49,41
20140223,99,1224
20140224,11,9723
20140224,26,3393
20140224,27,2795
20140224,28,2189
20140224,29,1299
20140224,30,1463
20140224,31,930
20140224,41,10907
20140224,42,1467
20140224,43,1462
20140224,44,2143
20140224,45,2529
20140224,46,1939
20140224,47,3114
20140224,48,3173
20140224,49,732
20140224,99,49268
20140225,11,7762
20140225,26,2670
20140225,27,2221
20140225,28,1583
20140225,29,940
20140225,30,1166
20140225,31,737
20140225,41,8644
20140225,42,1240
20140225,43,1213
20140225,44,1610
20140225,45,1949
20140225,46,1494
20140225,47,2489
20140225,48,2530
20140225,49,615
20140225,99,38872
20140226,11,7621
20140226,26,2136
20140226,27,2035
20140226,28,1676
20140226,29,891
20140226,30,1101
20140226,31,700
20140226,41,8475
20140226,42,1081
20140226,43,1061
20140226,44,1635
20140226,45,1790
20140226,46,1320
20140226,47,2073
20140226,48,2154
20140226,49,530
20140226,99,36288
20140227,11,7560
20140227,26,2605
20140227,27,2110
20140227,28,1619
20140227,29,915
20140227,30,1121
20140227,31,748
20140227,41,8408
20140227,42,1207
20140227,43,1213
20140227,44,1533
20140227,45,1943
20140227,46,1524
20140227,47,2349
20140227,48,2438
20140227,49,563
20140227,99,37866
20140228,11,8405
20140228,26,2560
20140228,27,2168
20140228,28,1765
20140228,29,990
20140228,30,1240
20140228,31,694
20140228,41,9462
20140228,42,1176
20140228,43,1303
20140228,44,1679
20140228,45,2000
20140228,46,1583
20140228,47,2386
20140228,48,2560
20140228,49,640
20140228,99,40625
20140301,11,748
20140301,26,622
20140301,27,749
20140301,28,247
20140301,29,213
20140301,30,305
20140301,31,203
20140301,41,1287
20140301,42,192
20140301,43,369
20140301,44,397
20140301,45,432
20140301,46,418
20140301,47,658
20140301,48,563
20140301,49,233
20140301,99,7641
20140302,11,246
20140302,26,80
20140302,27,55
20140302,28,73
20140302,29,63
20140302,30,47
20140302,31,63
20140302,41,507
20140302,42,22
20140302,43,48
20140302,44,49
20140302,45,47
20140302,46,66
20140302,47,55
20140302,48,78
20140302,49,54
20140302,99,1553
20140303,11,10880
20140303,26,3294
20140303,27,2857
20140303,28,2388
20140303,29,1323
20140303,30,1640
20140303,31,973
20140303,41,11760
20140303,42,1539
20140303,43,1584
20140303,44,2182
20140303,45,2431
20140303,46,1995
20140303,47,3202
20140303,48,3263
20140303,49,792
20140303,99,52119
20140304,11,7934
20140304,26,2504
20140304,27,2091
20140304,28,1740
20140304,29,955
20140304,30,1228
20140304,31,702
20140304,41,8738
20140304,42,1239
20140304,43,1221
20140304,44,1647
20140304,45,1966
20140304,46,1486
20140304,47,2274
20140304,48,2349
20140304,49,555
20140304,99,38641
20140305,11,7544
20140305,26,2451
20140305,27,2003
20140305,28,1602
20140305,29,860
20140305,30,1102
20140305,31,745
20140305,41,8077
20140305,42,914
20140305,43,1096
20140305,44,1514
20140305,45,1712
20140305,46,1387
20140305,47,2304
20140305,48,2452
20140305,49,583
20140305,99,36355
20140306,11,7061
20140306,26,2470
20140306,27,2050
20140306,28,1497
20140306,29,863
20140306,30,1118
20140306,31,700
20140306,41,7841
20140306,42,1129
20140306,43,1099
20140306,44,1579
20140306,45,1796
20140306,46,1462
20140306,47,2193
20140306,48,2193
20140306,49,573
20140306,99,35633
20140307,11,7531
20140307,26,2485
20140307,27,2045
20140307,28,1702
20140307,29,884
20140307,30,1126
20140307,31,754
20140307,41,8564
20140307,42,1210
20140307,43,1141
20140307,44,1688
20140307,45,1835
20140307,46,1498
20140307,47,2450
20140307,48,2508
20140307,49,610
20140307,99,38044
20140308,11,6654
20140308,26,2095
20140308,27,2017
20140308,28,1461
20140308,29,836
20140308,30,1109
20140308,31,719
20140308,41,7832
20140308,42,842
20140308,43,1014
20140308,44,1404
20140308,45,1509
20140308,46,1248
20140308,47,1944
20140308,48,2102
20140308,49,465
20140308,99,33258
20140309,11,279
20140309,26,75
20140309,27,60
20140309,28,50
20140309,29,43
20140309,30,50
20140309,31,41
20140309,41,440
20140309,42,27
20140309,43,52
20140309,44,47
20140309,45,56
20140309,46,94
20140309,47,46
20140309,48,53
20140309,49,48
20140309,99,1462
20140310,11,7261
20140310,26,1520
20140310,27,1771
20140310,28,1472
20140310,29,974
20140310,30,971
20140310,31,726
20140310,41,7387
20140310,42,820
20140310,43,921
20140310,44,886
20140310,45,1660
20140310,46,1111
20140310,47,2034
20140310,48,1568
20140310,49,338
20140310,99,31433
20140311,11,8124
20140311,26,3182
20140311,27,2540
20140311,28,1980
20140311,29,1010
20140311,30,1321
20140311,31,822
20140311,41,9321
20140311,42,1441
20140311,43,1357
20140311,44,1987
20140311,45,2125
20140311,46,1722
20140311,47,2596
20140311,48,2919
20140311,49,654
20140311,99,43110
20140312,11,7126
20140312,26,2393
20140312,27,1902
20140312,28,1658
20140312,29,786
20140312,30,973
20140312,31,701
20140312,41,7784
20140312,42,1122
20140312,43,1083
20140312,44,1399
20140312,45,1490
20140312,46,1353
20140312,47,2257
20140312,48,2211
20140312,49,516
20140312,99,34766
20140313,11,7073
20140313,26,2141
20140313,27,1798
20140313,28,1547
20140313,29,742
20140313,30,1006
20140313,31,595
20140313,41,8032
20140313,42,1046
20140313,43,1065
20140313,44,1473
20140313,45,1670
20140313,46,1337
20140313,47,1992
20140313,48,2029
20140313,49,536
20140313,99,34088
20140314,11,7770
20140314,26,2625
20140314,27,2140
20140314,28,1724
20140314,29,860
20140314,30,1198
20140314,31,766
20140314,41,8619
20140314,42,1281
20140314,43,1199
20140314,44,1669
20140314,45,1927
20140314,46,1425
20140314,47,2471
20140314,48,2468
20140314,49,594
20140314,99,38745
20140315,11,6254
20140315,26,1953
20140315,27,2062
20140315,28,1439
20140315,29,796
20140315,30,1086
20140315,31,606
20140315,41,7352
20140315,42,910
20140315,43,1039
20140315,44,1402
20140315,45,1402
20140315,46,1134
20140315,47,1974
20140315,48,1983
20140315,49,457
20140315,99,31856
20140316,11,248
20140316,26,70
20140316,27,60
20140316,28,71
20140316,29,57
20140316,30,50
20140316,31,41
20140316,41,441
20140316,42,30
20140316,43,64
20140316,44,60
20140316,45,58
20140316,46,76
20140316,47,50
20140316,48,68
20140316,49,34
20140316,99,1480
20140317,11,9578
20140317,26,3510
20140317,27,2799
20140317,28,2219
20140317,29,1086
20140317,30,1516
20140317,31,1039
20140317,41,10869
20140317,42,1496
20140317,43,1358
20140317,44,2043
20140317,45,2324
20140317,46,1883
20140317,47,3083
20140317,48,3333
20140317,49,757
20140317,99,48908
20140318,11,7259
20140318,26,2775
20140318,27,2231
20140318,28,1572
20140318,29,849
20140318,30,1129
20140318,31,808
20140318,41,8184
20140318,42,1302
20140318,43,1072
20140318,44,1654
20140318,45,1842
20140318,46,1551
20140318,47,2292
20140318,48,2683
20140318,49,639
20140318,99,37860
20140319,11,7225
20140319,26,2678
20140319,27,2051
20140319,28,1586
20140319,29,915
20140319,30,1118
20140319,31,830
20140319,41,7851
20140319,42,1070
20140319,43,1070
20140319,44,1483
20140319,45,1792
20140319,46,1459
20140319,47,2345
20140319,48,2604
20140319,49,523
20140319,99,36609
20140320,11,6645
20140320,26,2383
20140320,27,1893
20140320,28,1498
20140320,29,827
20140320,30,1076
20140320,31,696
20140320,41,7700
20140320,42,1096
20140320,43,1087
20140320,44,1504
20140320,45,1713
20140320,46,1430
20140320,47,2112
20140320,48,2304
20140320,49,505
20140320,99,34474
20140321,11,7885
20140321,26,2656
20140321,27,2051
20140321,28,1738
20140321,29,913
20140321,30,1251
20140321,31,792
20140321,41,8595
20140321,42,1243
20140321,43,1162
20140321,44,1655
20140321,45,1936
20140321,46,1634
20140321,47,2331
20140321,48,2608
20140321,49,572
20140321,99,39037
20140322,11,6279
20140322,26,1985
20140322,27,1946
20140322,28,1462
20140322,29,808
20140322,30,1025
20140322,31,644
20140322,41,7214
20140322,42,816
20140322,43,962
20140322,44,1301
20140322,45,1390
20140322,46,1187
20140322,47,1901
20140322,48,2090
20140322,49,417
20140322,99,31440
20140323,11,226
20140323,26,75
20140323,27,57
20140323,28,41
20140323,29,63
20140323,30,65
20140323,31,47
20140323,41,422
20140323,42,15
20140323,43,53
20140323,44,67
20140323,45,53
20140323,46,91
20140323,47,48
20140323,48,50
20140323,49,39
20140323,99,1415
20140324,11,9844
20140324,26,3773
20140324,27,2941
20140324,28,2212
20140324,29,1207
20140324,30,1522
20140324,31,1168
20140324,41,10838
20140324,42,1588
20140324,43,1522
20140324,44,2080
20140324,45,2449
20140324,46,2011
20140324,47,3164
20140324,48,3453
20140324,49,689
20140324,99,50474
20140325,11,7509
20140325,26,2737
20140325,27,2270
20140325,28,1656
20140325,29,857
20140325,30,1150
20140325,31,837
20140325,41,8505
20140325,42,1230
20140325,43,1144
20140325,44,1597
20140325,45,1721
20140325,46,1420
20140325,47,2337
20140325,48,2495
20140325,49,528
20140325,99,38002
20140326,11,7262
20140326,26,2409
20140326,27,2150
20140326,28,1610
20140326,29,876
20140326,30,1055
20140326,31,742
20140326,41,8186
20140326,42,1071
20140326,43,1104
20140326,44,1586
20140326,45,1763
20140326,46,1358
20140326,47,2382
20140326,48,2441
20140326,49,501
20140326,99,36508
20140327,11,7138
20140327,26,2469
20140327,27,2002
20140327,28,1603
20140327,29,875
20140327,30,1122
20140327,31,737
20140327,41,8186
20140327,42,1181
20140327,43,1044
20140327,44,1490
20140327,45,1797
20140327,46,1377
20140327,47,2283
20140327,48,2271
20140327,49,530
20140327,99,36113
20140328,11,7793
20140328,26,2608
20140328,27,2362
20140328,28,1810
20140328,29,1066
20140328,30,1109
20140328,31,722
20140328,41,8728
20140328,42,1229
20140328,43,1211
20140328,44,1600
20140328,45,1929
20140328,46,1441
20140328,47,2434
20140328,48,2500
20140328,49,527
20140328,99,39079
20140329,11,6157
20140329,26,1928
20140329,27,2035
20140329,28,1361
20140329,29,858
20140329,30,981
20140329,31,630
20140329,41,7277
20140329,42,812
20140329,43,1017
20140329,44,1338
20140329,45,1367
20140329,46,1136
20140329,47,1930
20140329,48,1992
20140329,49,428
20140329,99,31258
20140330,11,251
20140330,26,107
20140330,27,70
20140330,28,74
20140330,29,65
20140330,30,60
20140330,31,45
20140330,41,452
20140330,42,19
20140330,43,45
20140330,44,56
20140330,45,58
20140330,46,75
20140330,47,59
20140330,48,62
20140330,49,33
20140330,99,1531
20140331,11,9870
20140331,26,3116
20140331,27,2746
20140331,28,2253
20140331,29,1208
20140331,30,1417
20140331,31,990
20140331,41,11290
20140331,42,1569
20140331,43,1534
20140331,44,1919
20140331,45,2263
20140331,46,1893
20140331,47,3073
20140331,48,3217
20140331,49,648
20140331,99,49021
20140401,11,7836
20140401,26,2454
20140401,27,2235
20140401,28,1720
20140401,29,914
20140401,30,1155
20140401,31,737
20140401,41,8613
20140401,42,1218
20140401,43,1260
20140401,44,1582
20140401,45,1806
20140401,46,1437
20140401,47,2339
20140401,48,2392
20140401,49,511
20140401,99,38224
20140402,11,7851
20140402,26,2414
20140402,27,2313
20140402,28,1718
20140402,29,908
20140402,30,1189
20140402,31,735
20140402,41,8761
20140402,42,1142
20140402,43,1116
20140402,44,1635
20140402,45,1742
20140402,46,1331
20140402,47,2379
20140402,48,2590
20140402,49,481
20140402,99,38321
20140403,11,6806
20140403,26,2410
20140403,27,2160
20140403,28,1559
20140403,29,941
20140403,30,1086
20140403,31,724
20140403,41,7758
20140403,42,1082
20140403,43,1119
20140403,44,1423
20140403,45,1689
20140403,46,1328
20140403,47,2176
20140403,48,2328
20140403,49,545
20140403,99,35147
20140404,11,8130
20140404,26,2545
20140404,27,2172
20140404,28,1730
20140404,29,914
20140404,30,1232
20140404,31,759
20140404,41,8687
20140404,42,1191
20140404,43,1232
20140404,44,1585
20140404,45,1871
20140404,46,1512
20140404,47,2508
20140404,48,2580
20140404,49,543
20140404,99,39204
20140405,11,6085
20140405,26,1870
20140405,27,1919
20140405,28,1378
20140405,29,811
20140405,30,927
20140405,31,631
20140405,41,7332
20140405,42,727
20140405,43,978
20140405,44,1319
